Spawning 4 workers for 500 images.
/root/lambda-patterns-instance/generate_synthetic_v5.py:1130: DeprecationWarning: 'mode' parameter is deprecated and will be removed in Pillow 13 (2026-10-15)
  return Image.fromarray(arr, mode='RGB')
/root/lambda-patterns-instance/generate_synthetic_v5.py:1130: DeprecationWarning: 'mode' parameter is deprecated and will be removed in Pillow 13 (2026-10-15)
  return Image.fromarray(arr, mode='RGB')
/root/lambda-patterns-instance/generate_synthetic_v5.py:1130: DeprecationWarning: 'mode' parameter is deprecated and will be removed in Pillow 13 (2026-10-15)
  return Image.fromarray(arr, mode='RGB')
/root/lambda-patterns-instance/generate_synthetic_v5.py:1130: DeprecationWarning: 'mode' parameter is deprecated and will be removed in Pillow 13 (2026-10-15)
  return Image.fromarray(arr, mode='RGB')
[260/500] synth_000259.png  (3846, 2609)  anns=23  rate=0.54img/s  eta=7.5min
[261/500] synth_000260.png  (1407, 1128)  anns=9  rate=0.53img/s  eta=7.6min
[262/500] synth_000261.png  (2704, 1248)  anns=10  rate=0.53img/s  eta=7.5min
[263/500] synth_000262.png  (2949, 1315)  anns=18  rate=0.53img/s  eta=7.4min
[264/500] synth_000263.png  (2096, 900)  anns=4  rate=0.53img/s  eta=7.4min
[265/500] synth_000264.png  (1892, 1042)  anns=15  rate=0.53img/s  eta=7.5min
[266/500] synth_000265.png  (3564, 1474)  anns=25  rate=0.53img/s  eta=7.4min
[267/500] synth_000266.png  (4252, 2225)  anns=12  rate=0.53img/s  eta=7.3min
[268/500] synth_000267.png  (3760, 1401)  anns=23  rate=0.53img/s  eta=7.3min
[269/500] synth_000272.png  (2798, 2109)  anns=16  rate=0.53img/s  eta=7.2min
[270/500] synth_000273.png  (1975, 1021)  anns=6  rate=0.53img/s  eta=7.2min
[271/500] synth_000274.png  (4431, 2395)  anns=18  rate=0.54img/s  eta=7.1min
[272/500] synth_000275.png  (1425, 1068)  anns=7  rate=0.54img/s  eta=7.1min
[273/500] synth_000268.png  (1636, 1073)  anns=16  rate=0.53img/s  eta=7.1min
[274/500] synth_000269.png  (4743, 2022)  anns=16  rate=0.53img/s  eta=7.1min
[275/500] synth_000270.png  (1400, 1087)  anns=12  rate=0.53img/s  eta=7.0min
[276/500] synth_000271.png  (1897, 1157)  anns=8  rate=0.54img/s  eta=7.0min
[277/500] synth_000276.png  (1575, 900)  anns=9  rate=0.53img/s  eta=7.0min
[278/500] synth_000277.png  (3533, 1107)  anns=12  rate=0.53img/s  eta=6.9min
[279/500] synth_000278.png  (1758, 939)  anns=6  rate=0.54img/s  eta=6.9min
[280/500] synth_000279.png  (3748, 2712)  anns=15  rate=0.54img/s  eta=6.8min
[281/500] synth_000280.png  (1400, 1063)  anns=10  rate=0.53img/s  eta=6.8min
[282/500] synth_000281.png  (1594, 1240)  anns=6  rate=0.53img/s  eta=6.8min
[283/500] synth_000282.png  (1926, 1158)  anns=4  rate=0.54img/s  eta=6.7min
[284/500] synth_000283.png  (1782, 1083)  anns=6  rate=0.54img/s  eta=6.7min
[285/500] synth_000284.png  (1417, 1081)  anns=9  rate=0.53img/s  eta=6.7min
[286/500] synth_000285.png  (1934, 1084)  anns=10  rate=0.54img/s  eta=6.7min
[287/500] synth_000286.png  (2127, 1504)  anns=6  rate=0.54img/s  eta=6.6min
[288/500] synth_000287.png  (1645, 1096)  anns=13  rate=0.54img/s  eta=6.5min
[289/500] synth_000292.png  (1570, 1202)  anns=10  rate=0.53img/s  eta=6.6min
[290/500] synth_000293.png  (1710, 900)  anns=4  rate=0.53img/s  eta=6.6min
[291/500] synth_000294.png  (1486, 900)  anns=5  rate=0.54img/s  eta=6.5min
[292/500] synth_000295.png  (3380, 929)  anns=11  rate=0.54img/s  eta=6.5min
[293/500] synth_000300.png  (1550, 1103)  anns=4  rate=0.53img/s  eta=6.5min
[294/500] synth_000301.png  (2239, 1023)  anns=13  rate=0.53img/s  eta=6.5min
[295/500] synth_000302.png  (2167, 1023)  anns=13  rate=0.53img/s  eta=6.4min
[296/500] synth_000303.png  (3422, 2257)  anns=33  rate=0.53img/s  eta=6.4min
[297/500] synth_000296.png  (2030, 1074)  anns=13  rate=0.52img/s  eta=6.5min
[298/500] synth_000297.png  (3851, 2088)  anns=16  rate=0.53img/s  eta=6.4min
[299/500] synth_000298.png  (1824, 1293)  anns=4  rate=0.53img/s  eta=6.3min
[300/500] synth_000299.png  (3034, 2797)  anns=7  rate=0.53img/s  eta=6.3min
[301/500] synth_000304.png  (3422, 1193)  anns=19  rate=0.53img/s  eta=6.3min
[302/500] synth_000305.png  (1631, 945)  anns=9  rate=0.53img/s  eta=6.2min
[303/500] synth_000306.png  (1950, 1185)  anns=6  rate=0.53img/s  eta=6.1min
[304/500] synth_000307.png  (1581, 1046)  anns=10  rate=0.54img/s  eta=6.1min
[305/500] synth_000288.png  (3348, 2409)  anns=18  rate=0.54img/s  eta=6.0min
[306/500] synth_000289.png  (3013, 1966)  anns=17  rate=0.54img/s  eta=6.0min
[307/500] synth_000290.png  (4492, 2248)  anns=14  rate=0.54img/s  eta=5.9min
[308/500] synth_000291.png  (4939, 2434)  anns=15  rate=0.54img/s  eta=5.9min
[309/500] synth_000308.png  (3016, 1830)  anns=19  rate=0.52img/s  eta=6.1min
[310/500] synth_000309.png  (3721, 2728)  anns=20  rate=0.53img/s  eta=6.0min
[311/500] synth_000310.png  (2060, 986)  anns=1  rate=0.53img/s  eta=6.0min
[312/500] synth_000311.png  (1489, 934)  anns=2  rate=0.53img/s  eta=5.9min
[313/500] synth_000316.png  (1890, 1037)  anns=10  rate=0.52img/s  eta=6.0min
[314/500] synth_000317.png  (1573, 1071)  anns=12  rate=0.53img/s  eta=5.9min
[315/500] synth_000318.png  (2020, 906)  anns=11  rate=0.53img/s  eta=5.8min
[316/500] synth_000319.png  (1749, 1103)  anns=16  rate=0.53img/s  eta=5.8min
[317/500] synth_000312.png  (1599, 900)  anns=3  rate=0.53img/s  eta=5.8min
[318/500] synth_000313.png  (2111, 1099)  anns=13  rate=0.53img/s  eta=5.7min
[319/500] synth_000314.png  (1400, 995)  anns=8  rate=0.53img/s  eta=5.7min
[320/500] synth_000315.png  (2181, 978)  anns=3  rate=0.53img/s  eta=5.6min
[321/500] synth_000324.png  (3641, 1280)  anns=16  rate=0.52img/s  eta=5.7min
[322/500] synth_000325.png  (2024, 988)  anns=7  rate=0.53img/s  eta=5.6min
[323/500] synth_000326.png  (3306, 1834)  anns=32  rate=0.53img/s  eta=5.6min
[324/500] synth_000327.png  (1704, 900)  anns=4  rate=0.53img/s  eta=5.5min
[325/500] synth_000320.png  (1921, 1048)  anns=15  rate=0.53img/s  eta=5.5min
[326/500] synth_000321.png  (2116, 1085)  anns=14  rate=0.53img/s  eta=5.5min
[327/500] synth_000322.png  (2900, 2066)  anns=15  rate=0.53img/s  eta=5.4min
[328/500] synth_000323.png  (2525, 2824)  anns=13  rate=0.53img/s  eta=5.4min
[329/500] synth_000328.png  (1699, 983)  anns=6  rate=0.53img/s  eta=5.4min
[330/500] synth_000329.png  (3400, 1793)  anns=18  rate=0.53img/s  eta=5.4min
[331/500] synth_000330.png  (2496, 1648)  anns=16  rate=0.53img/s  eta=5.3min
[332/500] synth_000331.png  (4282, 1451)  anns=12  rate=0.53img/s  eta=5.3min
[333/500] synth_000332.png  (3302, 2014)  anns=16  rate=0.53img/s  eta=5.3min
[334/500] synth_000333.png  (1741, 1075)  anns=12  rate=0.53img/s  eta=5.2min
[335/500] synth_000334.png  (1400, 1042)  anns=7  rate=0.53img/s  eta=5.2min
[336/500] synth_000335.png  (2010, 1111)  anns=5  rate=0.53img/s  eta=5.1min
[337/500] synth_000340.png  (4075, 2745)  anns=15  rate=0.52img/s  eta=5.2min
[338/500] synth_000341.png  (1501, 900)  anns=1  rate=0.53img/s  eta=5.1min
[339/500] synth_000342.png  (1892, 900)  anns=6  rate=0.53img/s  eta=5.1min
[340/500] synth_000343.png  (2406, 1626)  anns=6  rate=0.53img/s  eta=5.0min
[341/500] synth_000344.png  (2912, 1505)  anns=15  rate=0.52img/s  eta=5.1min
[342/500] synth_000345.png  (2218, 1035)  anns=14  rate=0.53img/s  eta=5.0min
[343/500] synth_000346.png  (2136, 1078)  anns=12  rate=0.53img/s  eta=5.0min
[344/500] synth_000347.png  (4376, 1812)  anns=29  rate=0.53img/s  eta=4.9min
[345/500] synth_000336.png  (2826, 1920)  anns=26  rate=0.53img/s  eta=4.9min
[346/500] synth_000337.png  (2231, 1089)  anns=15  rate=0.53img/s  eta=4.8min
[347/500] synth_000338.png  (3670, 953)  anns=12  rate=0.53img/s  eta=4.8min
[348/500] synth_000339.png  (3408, 2845)  anns=21  rate=0.53img/s  eta=4.8min
[349/500] synth_000348.png  (1798, 1036)  anns=12  rate=0.53img/s  eta=4.8min
[350/500] synth_000349.png  (3389, 900)  anns=13  rate=0.53img/s  eta=4.7min
[351/500] synth_000350.png  (3864, 1334)  anns=15  rate=0.53img/s  eta=4.7min
[352/500] synth_000351.png  (1593, 1263)  anns=6  rate=0.53img/s  eta=4.6min
[353/500] synth_000360.png  (4714, 2418)  anns=17  rate=0.52img/s  eta=4.7min
[354/500] synth_000361.png  (1471, 900)  anns=3  rate=0.52img/s  eta=4.6min
[355/500] synth_000362.png  (3425, 2658)  anns=16  rate=0.53img/s  eta=4.6min
[356/500] synth_000363.png  (1516, 1075)  anns=10  rate=0.53img/s  eta=4.5min
[357/500] synth_000352.png  (4753, 2139)  anns=14  rate=0.53img/s  eta=4.5min
[358/500] synth_000353.png  (1809, 900)  anns=8  rate=0.53img/s  eta=4.5min
[359/500] synth_000354.png  (1489, 1059)  anns=8  rate=0.53img/s  eta=4.4min
[360/500] synth_000355.png  (3609, 1119)  anns=16  rate=0.53img/s  eta=4.4min
[361/500] synth_000356.png  (2042, 928)  anns=7  rate=0.53img/s  eta=4.4min
[362/500] synth_000357.png  (1899, 1067)  anns=12  rate=0.53img/s  eta=4.3min
[363/500] synth_000358.png  (1805, 900)  anns=6  rate=0.54img/s  eta=4.3min
[364/500] synth_000359.png  (1542, 1144)  anns=13  rate=0.54img/s  eta=4.2min
[365/500] synth_000364.png  (4393, 2102)  anns=14  rate=0.54img/s  eta=4.2min
[366/500] synth_000365.png  (3323, 1724)  anns=11  rate=0.54img/s  eta=4.1min
[367/500] synth_000366.png  (1400, 995)  anns=7  rate=0.54img/s  eta=4.1min
[368/500] synth_000367.png  (3761, 1343)  anns=21  rate=0.54img/s  eta=4.1min
[369/500] synth_000368.png  (1511, 1129)  anns=10  rate=0.53img/s  eta=4.1min
[370/500] synth_000369.png  (1651, 1076)  anns=10  rate=0.53img/s  eta=4.1min
[371/500] synth_000370.png  (1931, 902)  anns=9  rate=0.54img/s  eta=4.0min
[372/500] synth_000371.png  (2508, 1354)  anns=25  rate=0.54img/s  eta=4.0min
[373/500] synth_000372.png  (1741, 900)  anns=9  rate=0.53img/s  eta=4.0min
[374/500] synth_000373.png  (4219, 1502)  anns=15  rate=0.53img/s  eta=4.0min
[375/500] synth_000374.png  (3171, 1766)  anns=5  rate=0.53img/s  eta=3.9min
[376/500] synth_000375.png  (1763, 900)  anns=5  rate=0.53img/s  eta=3.9min
[377/500] synth_000384.png  (2159, 980)  anns=14  rate=0.53img/s  eta=3.8min
[378/500] synth_000385.png  (4306, 2946)  anns=17  rate=0.53img/s  eta=3.8min
[379/500] synth_000386.png  (1914, 1019)  anns=1  rate=0.54img/s  eta=3.8min
[380/500] synth_000387.png  (1488, 1115)  anns=10  rate=0.54img/s  eta=3.7min
[381/500] synth_000376.png  (1455, 1114)  anns=5  rate=0.53img/s  eta=3.7min
[382/500] synth_000377.png  (2059, 987)  anns=12  rate=0.53img/s  eta=3.7min
[383/500] synth_000378.png  (3945, 2622)  anns=43  rate=0.54img/s  eta=3.6min
[384/500] synth_000379.png  (2514, 1417)  anns=14  rate=0.54img/s  eta=3.6min
[385/500] synth_000392.png  (1565, 1032)  anns=13  rate=0.53img/s  eta=3.6min
[386/500] synth_000393.png  (3266, 1408)  anns=12  rate=0.53img/s  eta=3.6min
[387/500] synth_000394.png  (1720, 1095)  anns=12  rate=0.53img/s  eta=3.5min
[388/500] synth_000395.png  (4014, 2592)  anns=13  rate=0.53img/s  eta=3.5min
[389/500] synth_000396.png  (1400, 1005)  anns=11  rate=0.53img/s  eta=3.5min
[390/500] synth_000397.png  (1420, 1084)  anns=9  rate=0.53img/s  eta=3.5min
[391/500] synth_000398.png  (2072, 925)  anns=7  rate=0.53img/s  eta=3.4min
[392/500] synth_000399.png  (1468, 1019)  anns=14  rate=0.53img/s  eta=3.4min
[393/500] synth_000380.png  (2682, 948)  anns=18  rate=0.53img/s  eta=3.4min
[394/500] synth_000381.png  (2717, 1176)  anns=10  rate=0.53img/s  eta=3.3min
[395/500] synth_000382.png  (1683, 1319)  anns=3  rate=0.53img/s  eta=3.3min
[396/500] synth_000383.png  (4980, 2828)  anns=13  rate=0.54img/s  eta=3.2min
[397/500] synth_000400.png  (1400, 1037)  anns=7  rate=0.53img/s  eta=3.2min
[398/500] synth_000401.png  (1742, 1029)  anns=1  rate=0.53img/s  eta=3.2min
[399/500] synth_000402.png  (2834, 2303)  anns=18  rate=0.53img/s  eta=3.2min
[400/500] synth_000403.png  (1548, 1026)  anns=11  rate=0.54img/s  eta=3.1min
[401/500] synth_000388.png  (4966, 2673)  anns=19  rate=0.53img/s  eta=3.1min
[402/500] synth_000389.png  (4004, 1859)  anns=13  rate=0.53img/s  eta=3.1min
[403/500] synth_000390.png  (3007, 2257)  anns=4  rate=0.54img/s  eta=3.0min
[404/500] synth_000391.png  (2251, 1019)  anns=17  rate=0.54img/s  eta=3.0min
[405/500] synth_000408.png  (3451, 2239)  anns=12  rate=0.53img/s  eta=3.0min
[406/500] synth_000409.png  (1555, 900)  anns=4  rate=0.53img/s  eta=2.9min
[407/500] synth_000410.png  (3030, 2064)  anns=7  rate=0.53img/s  eta=2.9min
[408/500] synth_000411.png  (1587, 900)  anns=5  rate=0.54img/s  eta=2.9min
[409/500] synth_000404.png  (4539, 1346)  anns=19  rate=0.54img/s  eta=2.8min
[410/500] synth_000405.png  (1541, 1129)  anns=13  rate=0.54img/s  eta=2.8min
[411/500] synth_000406.png  (1463, 1050)  anns=5  rate=0.54img/s  eta=2.7min
[412/500] synth_000407.png  (1850, 1140)  anns=6  rate=0.54img/s  eta=2.7min
[413/500] synth_000412.png  (4292, 2567)  anns=15  rate=0.54img/s  eta=2.7min
[414/500] synth_000413.png  (2971, 2712)  anns=6  rate=0.54img/s  eta=2.7min
[415/500] synth_000414.png  (2204, 1057)  anns=17  rate=0.54img/s  eta=2.6min
[416/500] synth_000415.png  (3056, 1858)  anns=13  rate=0.54img/s  eta=2.6min
[417/500] synth_000416.png  (3043, 1001)  anns=12  rate=0.54img/s  eta=2.6min
[418/500] synth_000417.png  (2945, 1815)  anns=7  rate=0.54img/s  eta=2.5min
[419/500] synth_000418.png  (2417, 2073)  anns=11  rate=0.54img/s  eta=2.5min
[420/500] synth_000419.png  (1417, 1087)  anns=12  rate=0.54img/s  eta=2.5min
[421/500] synth_000424.png  (1593, 900)  anns=3  rate=0.54img/s  eta=2.4min
[422/500] synth_000425.png  (1973, 1359)  anns=6  rate=0.54img/s  eta=2.4min
[423/500] synth_000426.png  (3023, 2416)  anns=20  rate=0.54img/s  eta=2.4min
[424/500] synth_000427.png  (1737, 900)  anns=8  rate=0.54img/s  eta=2.3min
[425/500] synth_000428.png  (1663, 900)  anns=1  rate=0.54img/s  eta=2.3min
[426/500] synth_000429.png  (2966, 944)  anns=9  rate=0.54img/s  eta=2.3min
[427/500] synth_000430.png  (3235, 1368)  anns=10  rate=0.54img/s  eta=2.3min
[428/500] synth_000431.png  (4876, 2541)  anns=20  rate=0.54img/s  eta=2.2min
[429/500] synth_000420.png  (1758, 952)  anns=7  rate=0.54img/s  eta=2.2min
[430/500] synth_000421.png  (2120, 925)  anns=9  rate=0.54img/s  eta=2.2min
[431/500] synth_000422.png  (3268, 1453)  anns=11  rate=0.54img/s  eta=2.1min
[432/500] synth_000423.png  (1762, 1072)  anns=12  rate=0.54img/s  eta=2.1min
[433/500] synth_000432.png  (1946, 1064)  anns=13  rate=0.54img/s  eta=2.1min
[434/500] synth_000433.png  (1400, 1140)  anns=10  rate=0.54img/s  eta=2.0min
[435/500] synth_000434.png  (2512, 1724)  anns=17  rate=0.54img/s  eta=2.0min
[436/500] synth_000435.png  (1933, 1051)  anns=11  rate=0.54img/s  eta=2.0min
[437/500] synth_000440.png  (1629, 1183)  anns=10  rate=0.54img/s  eta=1.9min
[438/500] synth_000441.png  (2993, 1861)  anns=14  rate=0.54img/s  eta=1.9min
[439/500] synth_000442.png  (1893, 987)  anns=14  rate=0.54img/s  eta=1.9min
[440/500] synth_000443.png  (1517, 1213)  anns=5  rate=0.55img/s  eta=1.8min
[441/500] synth_000436.png  (1973, 1100)  anns=4  rate=0.55img/s  eta=1.8min
[442/500] synth_000437.png  (2240, 1055)  anns=11  rate=0.55img/s  eta=1.8min
[443/500] synth_000438.png  (1507, 1104)  anns=8  rate=0.55img/s  eta=1.7min
[444/500] synth_000439.png  (1400, 1098)  anns=10  rate=0.55img/s  eta=1.7min
[445/500] synth_000452.png  (1929, 929)  anns=5  rate=0.55img/s  eta=1.7min
[446/500] synth_000453.png  (2123, 1002)  anns=14  rate=0.55img/s  eta=1.6min
[447/500] synth_000454.png  (2577, 2218)  anns=20  rate=0.55img/s  eta=1.6min
[448/500] synth_000455.png  (1696, 900)  anns=1  rate=0.55img/s  eta=1.6min
[449/500] synth_000448.png  (1714, 1138)  anns=4  rate=0.55img/s  eta=1.6min
[450/500] synth_000449.png  (3303, 2556)  anns=12  rate=0.55img/s  eta=1.5min
[451/500] synth_000450.png  (3505, 2360)  anns=20  rate=0.55img/s  eta=1.5min
[452/500] synth_000451.png  (3534, 1426)  anns=14  rate=0.55img/s  eta=1.5min
[453/500] synth_000444.png  (1694, 1026)  anns=11  rate=0.55img/s  eta=1.4min
[454/500] synth_000445.png  (1672, 1168)  anns=12  rate=0.55img/s  eta=1.4min
[455/500] synth_000446.png  (1857, 1102)  anns=11  rate=0.55img/s  eta=1.4min
[456/500] synth_000447.png  (2092, 968)  anns=5  rate=0.55img/s  eta=1.3min
[457/500] synth_000456.png  (4027, 2350)  anns=16  rate=0.55img/s  eta=1.3min
[458/500] synth_000457.png  (1833, 1070)  anns=14  rate=0.55img/s  eta=1.3min
[459/500] synth_000458.png  (3249, 1101)  anns=10  rate=0.55img/s  eta=1.2min
[460/500] synth_000459.png  (1544, 980)  anns=9  rate=0.56img/s  eta=1.2min
[461/500] synth_000464.png  (2699, 1786)  anns=21  rate=0.55img/s  eta=1.2min
[462/500] synth_000465.png  (2516, 2899)  anns=16  rate=0.55img/s  eta=1.1min
[463/500] synth_000466.png  (1400, 1075)  anns=10  rate=0.55img/s  eta=1.1min
[464/500] synth_000467.png  (3198, 1104)  anns=16  rate=0.55img/s  eta=1.1min
[465/500] synth_000460.png  (2567, 2096)  anns=13  rate=0.55img/s  eta=1.1min
[466/500] synth_000461.png  (2034, 1005)  anns=8  rate=0.55img/s  eta=1.0min
[467/500] synth_000462.png  (1789, 1052)  anns=12  rate=0.55img/s  eta=1.0min
[468/500] synth_000463.png  (1440, 1065)  anns=6  rate=0.55img/s  eta=1.0min
[469/500] synth_000468.png  (2088, 1099)  anns=5  rate=0.55img/s  eta=0.9min
[470/500] synth_000469.png  (2084, 1017)  anns=5  rate=0.55img/s  eta=0.9min
[471/500] synth_000470.png  (1407, 900)  anns=5  rate=0.56img/s  eta=0.9min
[472/500] synth_000471.png  (3353, 1077)  anns=12  rate=0.56img/s  eta=0.8min
[473/500] synth_000476.png  (3291, 2565)  anns=21  rate=0.55img/s  eta=0.8min
[474/500] synth_000477.png  (1583, 1040)  anns=15  rate=0.55img/s  eta=0.8min
[475/500] synth_000478.png  (2409, 1483)  anns=18  rate=0.56img/s  eta=0.7min
[476/500] synth_000479.png  (2613, 1542)  anns=19  rate=0.56img/s  eta=0.7min
[477/500] synth_000484.png  (2729, 1000)  anns=9  rate=0.54img/s  eta=0.7min
[478/500] synth_000485.png  (1595, 994)  anns=8  rate=0.54img/s  eta=0.7min
[479/500] synth_000486.png  (2053, 1089)  anns=14  rate=0.55img/s  eta=0.6min
[480/500] synth_000487.png  (1870, 1004)  anns=10  rate=0.55img/s  eta=0.6min
[481/500] synth_000480.png  (1647, 900)  anns=6  rate=0.55img/s  eta=0.6min
[482/500] synth_000481.png  (2777, 939)  anns=18  rate=0.55img/s  eta=0.5min
[483/500] synth_000482.png  (2236, 1120)  anns=17  rate=0.55img/s  eta=0.5min
[484/500] synth_000483.png  (1409, 1095)  anns=6  rate=0.55img/s  eta=0.5min
[485/500] synth_000472.png  (1761, 1050)  anns=10  rate=0.55img/s  eta=0.5min
[486/500] synth_000473.png  (4628, 2558)  anns=10  rate=0.55img/s  eta=0.4min
[487/500] synth_000474.png  (3391, 1142)  anns=12  rate=0.55img/s  eta=0.4min
[488/500] synth_000475.png  (4946, 2225)  anns=12  rate=0.56img/s  eta=0.4min
[489/500] synth_000488.png  (4769, 1423)  anns=12  rate=0.55img/s  eta=0.3min
[490/500] synth_000489.png  (3217, 988)  anns=14  rate=0.56img/s  eta=0.3min
[491/500] synth_000490.png  (1400, 1035)  anns=13  rate=0.56img/s  eta=0.3min
[492/500] synth_000491.png  (1820, 900)  anns=6  rate=0.56img/s  eta=0.2min
[493/500] synth_000496.png  (1961, 1102)  anns=6  rate=0.55img/s  eta=0.2min
[494/500] synth_000497.png  (1483, 968)  anns=6  rate=0.55img/s  eta=0.2min
[495/500] synth_000498.png  (2501, 1799)  anns=16  rate=0.55img/s  eta=0.2min
[496/500] synth_000499.png  (4087, 1472)  anns=14  rate=0.55img/s  eta=0.1min
[497/500] synth_000492.png  (4115, 2045)  anns=10  rate=0.55img/s  eta=0.1min
[498/500] synth_000493.png  (3177, 2969)  anns=14  rate=0.55img/s  eta=0.1min
[499/500] synth_000494.png  (3764, 2495)  anns=15  rate=0.55img/s  eta=0.0min
[500/500] synth_000495.png  (3931, 2430)  anns=31  rate=0.55img/s  eta=0.0min
